reviewerID;name;location;yelpJoinDate;friendCount;reviewCount;firstCount;usefulCount;coolCount;funnyCount;complimentCount;tipCount;fanCount
K8pRsT1-3_L3Q3dRTwxGrQ;Michelle Lapinette V.;Las Vegas, NV;January 2011;4;28;0;10;2;1;0;0;0
I9iaxghYGBcfvohD81C1sA;Jill C.;Cincinnati, OH;April 2012;7;27;4;6;3;2;5;7;1
kMsX9ZxCfwgjZDEdCDej9Q;Curt Curtie L.;Elmhurst, IL;September 2006;96;416;54;201;109;118;61;89;2
hqrO0l_MF7P9MuUtexj4Dg;Marti mchavs C.;Canton, OH;August 2007;33;200;48;127;46;41;14;41;1
h4o8e_Xbca2kXQO_vzOqgg;Lily Praise the Lard A.;Cerritos, CA;August 2008;1029;634;41;5617;5194;4639;6888;770;90
KtakOfw8lC4T0R_gneo1TQ;Jessica F.;Scott AFB, IL;December 2011;6;2;0;0;0;0;1;0;0
kYuTdQNhOezDlAG0ho_NkQ;Aastha M.;Irvine, CA;February 2009;8;8;0;11;9;3;2;0;0
IzYnPH5K4M5-JybNevPncQ;Nicollette Jazz Hands M.;Chicago, IL;December 2007;35;154;4;114;59;51;23;0;1
Kor-W5QMl8Ky7-jPA4VwJg;Andrew R.;Hayward, CA;July 2010;11;11;0;2;2;0;0;5;0
k6R4Zf1wJ1hIwo_L4exGEw;A Real Person Y.;San Diego, CA;June 2008;33;117;0;110;77;38;34;0;2
m6EU649JUNiK6weC2GObmA;Toni Sassalicious B.;Elk Grove Village, IL;June 2011;15;101;4;42;18;20;6;36;2
jTlvFiQ-AtzGlb7QjARHnQ;Kristen O.;Normal, IL;December 2010;23;168;50;98;37;36;18;57;3
kpcD1C9-AxkHB2JtkLv0Mw;Megan M.;St Paul, MN;March 2011;13;115;13;107;60;104;22;0;3
KOz4pPrVsb3aVnyPsLcpZw;Danny G.;Tulsa, OK;August 2011;2;24;8;6;1;0;2;0;0
k3ICHfTb433rFxAO3BsqEg;Unyime Buddha Kuddha E.;Milwaukee, WI;March 2011;43;142;8;175;112;68;49;9;2
K2MsFbbJx2AsmufSN9u69Q;A W.;Columbus, OH;June 2012;0;11;0;3;2;3;1;0;1
he_hbVFbvqu-oN3KRfNyYg;Julie G.;Kansas City, MO;January 2011;3;10;0;5;3;1;1;1;0
iq3eRRwhLUggIj0YXU9QsA;Samuel Fool for Food C.;Chicago, IL;March 2011;147;51;0;40;13;24;0;0;3
LCWqR7cL0CCO8ZBBzHG2mQ;J Jumbojohn W.;Framingham, MA;September 2008;4;132;9;101;21;43;5;20;1
jKjTC8f0sXiSaRt9qELVGg;Christine Buffet Bulldozer N.;San Jose, CA;October 2007;157;404;5;252;119;109;83;1;3
KNEzJnM7k8bg_3rDxp6byA;Jackie smash your face into a jelly! H.;Louisville, KY;April 2009;39;101;6;169;100;42;44;0;3
MKOCqSaaPk2yGXrrhVrOkA;Troy Chef Troy M.;West Chester Township, OH;March 2011;24;28;1;26;6;13;14;0;1
ioKPuhSuNFvxCcsqSGKCZw;Josh Fuzzy Chef B.;San Francisco, CA;May 2007;0;98;0;72;22;17;6;0;0
m-G5VEMTu3CD0sQm7u7twA;Poolah L.;New York, NY;September 2007;0;68;0;47;14;9;7;0;0
lvf4SHnoYllclQ8eNJvDKw;Christina G.;Columbus, OH;April 2011;20;4;0;1;0;0;0;0;0
komqeuyKSNErTspXCtKAkg;Buddy S.;Boston, MA;January 2010;18;45;4;38;8;4;2;38;2
hB5iwMFPVG3dM2zChrgrMw;Heather Cassie D stole my last nickname C.;Milwaukee, WI;April 2011;106;241;53;522;355;269;182;161;7
l5Rsyr-GucrrabwCNuGzYg;Cristian Love the Lattes C.;San Leandro, CA;October 2006;127;164;4;130;71;61;31;15;5
kY_GzlFxLkXK_2ln4l-l-A;Chris M.;Hemet, CA;January 2012;17;145;7;69;28;39;6;1;3
mffer6ORgLqxB8ZeemxmHQ;Michael O.;Milwaukee, WI;June 2011;21;184;23;170;95;37;27;2;2
KQhLF7fFymuvUJNf7SoUoA;Jenny L.;Marina del Rey, CA;September 2007;23;143;4;153;88;21;40;1;2
LfLnJ3ekTmkuhwWKQcZSwQ;Roman Numeral One M.;Dallas, TX;May 2010;8;35;1;39;12;10;4;0;2
hAyh4xsLi5h3bo-__pWUeA;dsky K.;Seattle, WA;April 2009;0;4;0;0;0;0;0;0;0
IUKyVV9vl6eMLXgkcMP7BQ;Marcie C.;Aurora, IL;March 2007;10;25;4;35;10;3;3;0;1
HroOuYzslPu4iYUyUizolA;Naomi Naomi R.;Waban, MA;June 2008;0;17;6;4;0;2;0;0;0
k6x2fVHgUEd41gqOIt2EhQ;tara p.;Portland, OR;April 2008;16;41;1;80;37;28;14;0;1
IhmBr-yHC8xLjdnoq7O37w;A. M.;Providence, RI;March 2008;246;1167;278;1238;493;555;212;235;36
hdsD8CZirXM0Jftw5dvEqA;Sam I use my blinkers V.;Houston, TX;July 2007;154;369;116;1963;1371;1033;1129;0;23
jcpXtu1mhCZdinqs29x0fQ;liam Food snob d.;Page, AZ;December 2008;16;32;2;16;5;3;0;0;0
N_WB5usUFVBYI_8g7nnh-g;Craig Razz R.;Geneva, IL;April 2009;30;324;30;246;69;44;40;14;1
L2JUm1kc8M3ji-Ud2HUBSw;Alexandra Newser and Schmoozer K.;Astoria, NY;July 2007;139;640;61;608;288;218;101;0;15
L4OoEwfhMsskzVkLH0hlTw;Jenn S.;Woodstock, GA;February 2008;0;16;1;35;27;9;4;0;0
IjxJiSab2aQ7gP35jAMh3w;Jialing W.;Santa Monica, CA;March 2007;30;106;7;118;77;21;7;1;3
MeVZJD8p6M0Zr0NvB9UE8A;Sherry C.;Seaside, OR;November 2011;6;4;0;4;0;0;0;5;0
loHq4MfAzNeWidlVBK3k9g;Amanda The Chicken Finger Connoisseur M.;Louisville, KY;March 2010;26;53;12;22;25;11;13;66;2
mBEbrtvDx1afHkIUB-_BUg;Joey M.;Austin, TX;December 2009;9;76;4;73;27;10;18;3;1
lmPvw8jlMr6o7OGQm47Ung;Nic T.;Vancouver, BC;June 2010;1;4;1;0;0;0;0;0;0
JjTusdmnjHxKe-Kqwr0YGA;Albert H.;Sunnyvale, CA;June 2011;48;417;2;1205;562;207;171;5;16
My5dub-zdWfZclKnzIxZ-Q;Farrah K.;Boston, MA;December 2010;126;295;21;562;315;271;214;66;25
KM_ue1c95XeKgrd-MeGS0A;Marianne Culture Sponge L.;Alexandria, VA;December 2008;101;413;86;1328;1160;689;683;40;16
K9U2qxPFi5llft8KuZIPjg;Maria C.;San Francisco, CA;November 2006;145;239;8;255;182;146;62;8;4
lESh_PBG6woJ61wUqkLxng;Dianna R.;Lombard, IL;January 2010;7;83;10;92;20;28;7;0;4
lPe6n62Vv-xiEMenhOlMnw;John P.;Bakersfield, CA;January 2007;13;63;12;44;25;10;10;27;0
KVCxVMtBKEpaUiDxygIi_Q;Milkey the hoot owl S.;Dallas, TX;February 2011;1;40;6;25;15;9;3;1;0
HZ9ep6UdCW0TmTTAfjzYxg;Marie B.;Missouri City, TX;September 2006;79;289;32;466;219;156;100;19;12
KkJ-kMp_S_zOU74LPtmSYA;Kitty M.;Boston, MA;April 2011;0;7;0;3;1;0;0;0;0
lhSFb7XZvL8oFUeN1bBrTw;Kasia H.;Urbana, IL;October 2010;1;11;2;6;1;6;0;0;0
JhgY2fhsoqPjvxp7xqiZxg;Kelli M.;Chicago, IL;July 2005;0;101;31;27;12;11;3;0;2
J6jxfCx8p6VSOV5QvtH7Pw;Laura Lola, like the showgirl C.;Portland, OR;September 2011;23;141;1;72;40;35;14;0;1
kA6ZU5cWtNXbknE5wP41Hw;Lindsey P.;Stoughton, MA;December 2011;0;6;1;4;0;1;0;0;0
irNxwMyv7fOcWGMwjeMAMg;Chris S.;Covington, KY;June 2011;27;2;0;0;0;0;1;0;0
MxnNT3MSGco7hQN6-pCNow;Anya LA sweetheart currently in the Bay R.;Sunnyvale, CA;March 2009;496;682;26;998;568;459;798;382;32
MzjGSHKbbH-z7FO8KM9_YQ;Liz M.;Indianapolis, IN;July 2008;4;40;6;63;22;13;15;0;2
kr8jteuJdyIkWDbO0ZRA2A;Nick P.;Los Angeles, CA;September 2010;10;7;1;0;0;0;4;119;0
iBry9s11XJLg8eF8EbYUtA;Kristin M.;San Francisco, CA;July 2006;50;116;18;270;159;52;57;0;8
lxMelMv7omb9V2WLBoUBdQ;Lee H.;Brillion, WI;November 2009;0;3;0;1;0;2;0;0;0
lp6-HtvKkTVEJNTDD2lTdA;Ashley L.;New York, NY;May 2010;26;602;34;451;127;100;107;4;30
lxLvaKzRcN-7gtxyywgRbA;Hina Cookie Monster Q.;Chicago, IL;January 2012;43;259;31;109;31;26;11;40;4
jNukOYHycwleeNqRHTXF6g;Alexis Lex F.;San Diego, CA;August 2010;12;23;2;31;5;1;3;21;0
J65hGqk7PzQ9C-X_2sGAtg;Dave H.;Oakland, CA;January 2006;12;119;27;165;67;50;27;0;1
JU7fgYhWFoR-CvizO_iLmA;Nate J.;Oak Lawn, IL;April 2010;13;11;0;23;3;3;1;0;0
LppJHKekgS1MyV29atuj9A;Dawn C.;Eugene, OR;July 2010;48;170;38;449;244;146;111;117;13
hpCS4g352-ozy98wTcU4oQ;Jayne I have good penmanship P.;Atlanta, GA;August 2008;0;3;2;4;2;0;1;0;0
igergVbJAOzh7LvkkZfr4A;Camille Ruby L.;Minneapolis, MN;March 2008;79;204;21;247;148;72;88;11;8
JaRkApDd1y_J-rjQMkMaJg;Sarah sarahp P.;New York, NY;October 2007;2;28;2;42;13;10;2;0;2
K0pT8gJGEKoEpF6LPgfh5A;Kelly M.;Chicago, IL;August 2009;2;3;0;3;0;1;0;3;0
JkTtsONJBP08GbpA23FFtw;Denise R.;Midland, GA;April 2011;0;8;1;5;0;0;0;0;0
HgPx2ktVfFvdkGhAFaQQ_Q;Tina T.;Elmhurst, IL;October 2006;110;409;81;1231;809;279;310;3;19
L8nb-fqdNyXY70zUi1xETg;R L.;Santa Barbara, CA;July 2011;0;19;1;4;1;1;0;0;0
-lPAZ2e2jt-J2b9hwwjN6Q;Andrew The Big A M.;Las Vegas, NV;April 2008;5;42;1;26;12;4;1;0;0
lbQni6mpjRnCSqA8fzy8aA;Jacque w.;Chicago, IL;January 2009;2;22;0;34;5;5;0;1;0
mdGmhH1dBSTGcNIjMC6oYg;Jennifer JAnne G.;Long Beach, CA;July 2010;46;17;0;15;4;4;1;30;0
Jb8ysvwYIWea2Y6AYdh4dw;Lauren Cat Scratch Influenza M.;Brooklyn, NY;January 2010;21;170;12;135;76;152;23;0;6
mPiBstb88XS43a9Gy59kJA;quinton g.;Chicago, IL;April 2008;62;13;0;9;2;3;1;7;0
LXWVzg77sSA3FDMG4t5IXg;Arnold Apache S.;New York, NY;December 2008;0;60;12;82;14;10;1;0;1
HhLswhxlYhoM4Bl713QuVA;Salena M.;Chatham, NJ;April 2009;32;351;63;267;96;51;40;0;4
mGkVrpGanZNQ965oDIejNQ;Monica Bollywood.. H.;San Jose, CA;January 2009;102;17;0;43;30;30;122;17;5
hRthv8jRokuGuyZdmrkcDg;Adam J.;Brooklyn, NY;January 2010;3;4;0;1;0;0;0;2;0
LoX4R1iNTJTHn-unk_Y4iQ;Jillian theDreamer L.;Destin, FL;March 2008;16;75;5;121;59;36;15;16;2
iDYw0nEWSE0GAXd3K9YBzA;Pam S.;Brooklyn, NY;January 2007;164;403;28;913;852;481;350;139;44
hU45HmIstzkGcF0Xoz1niw;J C.;Alexandria, VA;July 2007;2;21;0;10;6;0;0;0;0
llyCvGHsiXgiTdVlX50iWw;Alli L.;Chicago, IL;August 2006;2;26;1;21;19;12;5;0;0
JmarPUDYALd9cmjItEA6og;Steph V.;San Jose, CA;June 2007;114;273;1;215;128;132;73;141;8
l3lFOuTzhywo0mnK_IxJZw;Michael D.;Sussex, NJ;July 2009;14;45;3;66;23;22;9;0;3
IjEQ3i2MI2liy60ZKiLdzQ;Boones K.;Vernon Hills, IL;September 2008;0;80;2;40;7;8;0;0;0
lV3W19ov90StWxbThs6t0g;J P.;Chicago, IL;January 2011;0;14;2;2;1;1;0;0;0
HZR6wTrAyVKn37j8oOU-kQ;Julie B.;Corte Madera, CA;January 2006;9;48;12;25;11;12;4;0;3
MFI4twbiz8UJxU-XHSlH-g;JiaJia S.;Hauppauge, NY;September 2008;92;195;0;136;37;15;65;0;9
IlgCc6ZICTba2fBo6dW8Yw;Melissa O.;Los Angeles, CA;August 2009;1;44;1;19;10;8;1;0;1
K_hCqC-OASPb22AEgOSGjQ;Melinda C.;San Francisco, CA;January 2007;12;501;4;182;75;42;22;0;1
IowMQuIh0KkFa_a_plAIRQ;Dustin B.;Tucson, AZ;December 2007;23;73;13;93;22;52;13;9;1
Lly8yjfZBz1EpAPlZal7og;Rachel L.;Saint Louis, MO;February 2012;1;9;0;6;1;1;5;0;0
mdPLZI0h_bBjC5imWYfYbg;Allison C.;Bartlett, IL;May 2011;29;33;2;20;8;6;3;2;3
Kkwp52HHPANMQb2OgrFLJw;Arthur Y.;Morgan Park, Chicago, IL;May 2012;0;1;0;0;0;0;0;0;0
HbAwZYG5E5PxoSeyK48jng;Arin C.;Washington, DC;August 2010;5;81;1;28;6;6;2;1;2
JMij6T9QePlAUmUNTl2UUg;Doug C.;Seattle, WA;March 2007;140;577;68;1841;1439;1383;1010;15;18
hnOHsMODktyE4rCMChWwDA;Lyn T.;Winnetka, CA;January 2011;1;6;0;1;0;1;0;0;0
l_k5NpTt9-2loe40HhT96g;Gene Cub Killer K.;Chicago, IL;February 2006;50;107;18;129;56;60;84;0;15
Hh1IkwRAROSLM2X-sh7N6A;Troy See You Next Tuesday H.;San Francisco, CA;November 2008;1;66;3;47;24;20;6;0;1
LfvbH-2224oL1BLkD0YuFA;John C.;Rockville, MD;March 2010;1;29;0;19;9;3;0;0;0
mjOKUSdIqxFPSYMB-MmS9g;Greshka P.;Boca Raton, FL;September 2007;390;418;89;1218;899;555;770;281;39
lwDRTzOx8_qnR8xt05_Law;Jan Janster L.;Henderson, NV;March 2009;9;33;1;9;6;3;2;0;1
I22QueJ7v1WQu9LAmjeXlg;Pukar R.;Dallas, TX;December 2008;55;245;15;231;110;151;44;0;1
KXyhef2IVN5T9p9y1NTrCA;Jennifer Rusty K.;Minnetonka Mills, MN;November 2009;10;54;13;56;22;19;8;26;0
HMFAz4K5ZeMXcAhbEmMS-Q;Amanda Rogue Panda A.;Dayton, OH;June 2011;18;92;10;51;12;9;12;3;0
lEZoMl9cEOAXEp3ZlUmeIw;Heather N.;San Jose, CA;July 2007;9;41;1;20;13;6;2;0;0
hwsBXrv4Eivh4b6ByucNVg;kathy k-lo l.;Chicago, IL;July 2009;22;41;1;31;9;14;0;2;3
heys0iwRjs5ZC7rTNn-iTQ;Nafeesah Queen Bee A.;Chicago, IL;January 2009;26;185;76;284;29;127;18;0;1
jcOpEG1xW_wZKgYpFLX-gw;L Lo-Lo G.;Chicago, IL;February 2009;4;32;0;38;5;8;4;0;0
H2DNqyt2CR5a8Gv3Jisqhg;Sharee Jazz is a girls' best friend M.;Chicago, IL;May 2009;59;173;20;228;114;59;51;156;6
LikjsxDnVVpMbFkTaYgr_w;Norman R.;Chicago, IL;March 2009;5;33;3;5;0;2;0;0;0
mHPauyLvuuPLXRUXvzi7tQ;C C.;Chicago, IL;August 2007;153;267;11;1165;886;700;717;2;23
kuRZJ2Xa6JDPVVXdlt6DJA;Scott M.;Los Angeles, CA;August 2006;503;1025;133;1695;1181;481;554;232;47
J3Xd3a_pbOSx5YD4qw2SvA;Gail gaygay T.;Chicago, IL;December 2006;12;81;3;124;46;41;29;0;4
JLOlSZ-HWXbTIiJxFEHb1Q;Hasham SloGuy Y.;San Jose, CA;August 2008;55;230;3;106;49;25;29;0;3
lEPe7NPIdyYa84T9rLmDTA;Bessie A.;Chicago, IL;February 2008;7;3;0;7;4;2;6;0;1
mIysRk_cJ5K_BMZ-r06TFw;Pierre Trudeau I.;Phoenix, AZ;October 2006;116;355;60;1281;1046;751;316;0;38
HD-hlaoxyitGI2z2fvaGJA;Tammy Tammydoe W.;Seattle, WA;December 2006;117;832;122;1442;887;716;256;31;40
j_Cb78NDF0A5lJdedsej2A;Delia C.;Chicago, IL;March 2007;41;117;5;169;100;103;54;141;4
jgPOl8penY4km_zdEYRAhg;Laurie Just Laurie S.;Kent, WA;May 2010;10;169;10;98;32;8;10;87;0
lP5v16VPRceQTQHqEdG4_Q;Mark Baseline!! W.;Bakersfield, CA;December 2009;12;119;5;92;46;41;12;104;3
J6C5qe2Y4e8uegZZFlRh5g;Kitten F.;Beverly Hills, CA;April 2011;0;10;2;30;26;22;1;0;0
hjcOqlZLCvOQvwMdLsiOcw;Paulius can make a toast just by raising his eyebrows... N.;Cleveland, OH;January 2008;207;179;60;769;635;748;287;45;31
JPOyYWvDQk8t3qARxXwEWA;Jennifer Jen S.;IL;February 2007;9;23;0;18;6;2;1;0;0
kyv0kf5489CW8inlNrSzNg;Misty Super Bad L.;Chicago, IL;March 2008;16;99;1;145;56;79;11;0;1
j_xdpXxPdSVhlwTJ7roKag;Andrea orgatarian H.;Chicago, IL;July 2008;188;340;18;1044;695;608;536;29;19
KPRr8Sn3yeej3hxmOwoZbQ;Beck (like the beer) N.;Roxbury, MA;August 2007;31;277;25;312;136;37;42;0;3
Jtq_pKd7GVbXvFY8YU8kmw;Marissa B.;Chicago, IL;July 2007;58;239;61;449;150;155;86;0;10
HosSn1BrPCR_HGlpYuunYQ;Greg O.;McLean, VA;June 2009;8;209;4;172;45;28;24;25;4
KzeuiNuCD08XJDU2e1CbEg;Sam mish N.;Chicago, IL;August 2011;33;71;0;38;23;31;6;0;0
jfpqJpSwQnL-6eblk7hIhQ;John Johnny Mustache H.;Chicago, IL;June 2007;166;228;23;237;197;89;140;33;1
lTCoQHHKXywCZhvIICsSUA;Christine B.;Parker, CO;May 2007;4;62;1;39;11;15;0;0;0
LOi1qbpl2hTP0cwSDDuyBQ;Shirley N.;San Francisco, CA;March 2010;45;576;19;482;249;110;105;15;6
mq2OiQk-uPmvQ4rz5tooUg;Anne P.;Bartlett, IL;September 2007;13;84;7;107;27;23;5;0;0
L8FyLvIxMwqQmSQb0hzFMg;Kimberly KFish F.;Manhattan, NY;November 2010;561;323;7;439;201;125;230;27;60
HYh0bX4pYtHIUoUndWIIew;Elise M.;Los Angeles, CA;September 2007;375;208;21;2034;1905;1838;2738;42;75
HwcqzCJ1tc4GbE2T4bmk6w;Shemario Mario W.;Atlanta, GA;September 2010;13;81;1;53;23;19;9;3;0
mhp7ixQA9dqRqXKYcW3F7Q;Amy Laugh Hard R.;Saint Paul, MN;July 2010;169;757;167;1175;593;409;267;0;7
hdP51SHHpIzOVywwxqs5fA;Stacey The Hungry Hawaiian A.;Peoria, AZ;October 2009;83;184;27;251;142;114;62;25;7
jIZqQ6JUHDH0GJHW9RM0jA;David W.;Walnut Creek, CA;January 2009;5;79;9;96;20;28;3;1;0
k_lDaDvkGSMZU2jkIZrZzA;Carolyn Fetch Pet Care A.;Chicago, IL;November 2007;40;41;6;81;61;42;59;0;1
MInp33w5vvHeBo68BAPmgw;Jamie JRinFL R.;Naples, FL;July 2008;320;567;158;1096;682;496;240;32;21
LnZUtFx6qTWs8NV6lAARxQ;Lisa N.;New York, NY;October 2005;177;729;32;584;339;153;173;2;25
k6WoUV5PFKMHjurE4gBKKg;Nick N.;Round Lake, IL;October 2010;0;8;0;4;1;3;0;0;0
miFi8a_fBD0yzvx0eVJMyw;Ann Red B.;Lombard, IL;February 2010;84;60;2;59;24;41;17;126;4
i7pKA5D5uEzznWnJaX68fw;Adam B.;Hoboken, NJ;June 2012;0;4;0;1;0;0;0;0;0
h-ajC_UHD0QAyAzySN6g2A;Eric G-unit t.;Beverly Hills, CA;February 2008;66;325;3;263;147;180;35;8;1
heUMw7itF0rirlrUmjvr_A;Sarah P.;San Francisco, CA;January 2007;18;12;1;21;5;6;4;0;0
Li9yyXH5xft0X_i3IMONUg;Lauren M.;Austin, TX;October 2007;23;84;4;192;96;63;42;0;3
mrkDvC5Jvek1_cw8Ckmk9A;Meghan B.;Bloomington, IL;January 2008;86;282;28;683;478;457;152;3;13
liDy_VOjCGwHeN1t5HT6bg;Jennifer L.;Chicago, IL;January 2007;221;317;47;821;495;430;332;0;27
lvGlIBv4xkHiQBnNOuRYZQ;jonathan s.;Orange County, CA;February 2009;76;852;17;987;599;511;340;3;31
jj_zW-i45VFKJ3aJw91RgQ;David David R.;Normal, IL;February 2011;1;22;1;10;4;2;0;0;0
l26nXlq4uHr25DTpjPOUvg;Insun M.;Schaumburg, IL;September 2008;27;214;10;255;37;52;27;1;6
IKCrT-_nlCybUra9FkaE0w;Diego Go Diego Go M.;Chicago, IL;January 2010;8;47;5;38;10;10;3;25;2
ly5ZK97XZoLYR63PxBYRTA;Jackie M.;Chicago, IL;December 2008;0;9;0;6;2;1;0;0;0
HU9_40m7M8u6POZavBPW2Q;Sandy savor the flavor P.;Marina Del Rey, CA;August 2006;198;93;22;197;144;64;76;0;7
L3aM_tgXdq3zLBfI_vSf6Q;pete g.;Cambridge, MA;June 2007;23;53;16;178;113;124;21;0;3
lw9kwXgQ4qU0NBEkalnljA;suburban suburbanrambler r.;Albuquerque, NM;March 2008;6;84;19;104;57;37;8;74;2
LgT0KCtFvqWU-f0chxtWkg;Vickie D.;San Francisco, CA;March 2009;7;30;0;44;33;37;2;0;1
MJXOQImTU787mns5_-CzCQ;denise r.;Temecula, CA;April 2011;15;4;0;0;0;0;0;1;0
LOuHROYqS-eo_MKc6NLjrQ;Erin erinw W.;Village of Clarkston, MI;May 2011;1;4;1;2;0;1;1;0;0
jP2GixHTGOZEQyrRAkUP6A;Jo Ilovebrunch W.;Oakland, CA;September 2009;0;59;2;43;5;15;3;0;1
lqq3ru0auJNjgKsc_lPLfQ;Nandini Dina H.;Chicago, IL;August 2009;23;29;4;25;10;8;21;0;2
iAevEfcmtCr2cpd6IRqnTA;Holly C.;Las Vegas, NV;May 2008;78;490;35;1590;1041;716;831;229;21
jqp5BEMzEUIWTCt6pezS2Q;Elle Princess of Astoria P.;Astoria, NY;January 2009;284;640;50;3081;2683;1804;3484;12;61
iLE7_fiv2W_ReMtNUT2xFw;Stevie C.;Columbus, OH;June 2010;0;19;0;3;0;2;0;1;0
igyUdhLgvlv-_Wrn2CHUnw;D. V.;Schaumburg, IL;June 2011;0;6;0;1;2;0;0;0;0
myrcQ3h2G04Gv-ANG_oqrg;Linda There's not enough hunger in the day M.;Toronto, ON;September 2010;62;107;21;301;212;81;114;1;5
K1bfh7PICyHorS_Ek41y9g;Steve Stevie Handsome B.;Boston, MA;July 2010;45;117;7;239;109;114;25;15;7
MGgVFzNlMPGxqUHREhdiPQ;e c.;Fremont, CA;October 2007;1;47;0;25;13;10;0;0;0
kHqwAX3PvXe-W71MUZsUHQ;Kat The Leggy Muscle Gazelle S.;Bridgeport, CT;February 2006;27;44;28;114;84;39;15;0;4
mD5PC5VxquYuufqQZBGz4Q;Sean athan E.;Cambridge, MA;July 2006;35;187;10;382;248;183;91;0;6
IKX74jdqvuUQRJm4G_JkOQ;Westside P.;Los Angeles, CA;August 2009;2;44;0;5;1;1;0;0;0
HsCCTpFRcXPjnnG1bz8uXg;Kim I eat, I write and I'm hungry for more A.B. P.;Sunnyvale, CA;August 2007;107;134;19;472;185;116;119;0;7
mgoDA8SYlSJrQ50fkMCFeA;Tori T-square T.;Dallas, TX;September 2008;351;341;16;1150;839;573;522;32;42
kZLlJLkl-8LhuovdnNeRdA;Mary Maz B.;Melbourne Victoria;December 2006;139;212;42;400;299;293;308;17;12
iIq6x0vH4IfP07StUFy3_Q;Shaleen T.;Denver, CO;January 2008;16;62;8;113;37;26;6;5;3
hJIkUEh3gEB3ICQwzRe1UQ;Cassie B.;Chicago, IL;April 2006;41;315;43;383;118;58;94;0;7
K4k2KQyFGgxfv6eT--VVvA;M Mick Y.;Los Angeles, CA;February 2008;181;112;0;62;28;31;12;24;2
HS2eWPhgLT4CqdQrrvQJBA;Alicia M.;Chicago, IL;July 2005;4;27;9;76;10;16;8;0;1
mJsBEmcT8sVSYPeunfWRSQ;Tracy Annette R.;Plymouth, CA;September 2009;1;10;2;68;5;2;1;0;1
HITKsoPnBufwro8nTFaPng;Helena Z.;Manhattan Beach, CA;December 2010;0;6;0;7;0;0;0;0;0
ir689oBNmrJXOspb4yq_Jg;Kim Threat Level Midnight K.;Somerville, MA;January 2008;160;1238;104;988;493;257;145;18;30
hcio7bYFNluH7TBsmnDd5w;Samantha The Examinator G.;San Marino, CA;October 2008;51;274;11;161;67;54;36;0;8
my2QdiHb5c9i67otCSL-bA;Kris Sassafras C.;Temecula, CA;May 2010;41;242;11;195;84;75;26;266;8
j83S5nPHbqegpH7pX4FCfw;larry T.;Ann Arbor, MI;April 2011;0;1;0;0;0;0;0;0;0
hNBPq9LkONSSyJkOpWSjYQ;Sal Always Fancy K.;St Paul, MN;October 2008;92;231;44;563;397;185;194;48;16
khPkVSgyTqPxi-tscd6cDw;A.S. Fastnbulbous V.;Chicago, IL;August 2005;48;552;187;398;236;210;57;0;18
lgW_rHc-l-t7Ps4ltv0qSw;Nicholl D.;Chicago, IL;April 2011;2;5;0;2;0;0;0;0;0
IPyJRx3dWSaEZT7Hj2gfzg;Amy S.;Oakland, CA;November 2010;4;42;0;3;1;2;0;13;0
j41ZjPFwSqsXKmvRqxyULg;Ron The Bilingual Gringo U.;Falls Church, VA;July 2010;29;124;16;61;17;21;10;6;1
lUAEesLvvNUAYqqkxLFpgQ;Vina O.;Chicago, IL;February 2011;99;201;7;81;32;21;20;127;0
hQ-dzPehKtodSPaM_W8bwQ;eric g.;Spring, TX;August 2007;6;26;9;42;15;16;6;1;1
IXUeKSqli1tW-I-0utd9KA;Tom I got moves like Jagger B.;Atlanta, GA;June 2009;83;51;6;30;22;11;23;17;4
JoBG5PFSFKVOUdTbli-hEg;Georgetta Get it Girl E.;Chicago, IL;November 2010;3;24;6;17;0;2;1;0;0
HNyf_vxCm-mMfrwhQbNBJQ;Julie H.;Springfield, IL;April 2009;1;16;2;21;7;10;3;0;0
JSQrvnnkcowbmViaVfpP0A;Meredith M.;Houston, TX;September 2008;68;203;29;1168;985;548;533;0;12
HYFDQ0Dh_G6x5xlnhCQD2Q;Jamaal G.;New York, NY;August 2009;22;43;1;42;14;19;19;0;1
HENpfnjDTSzOz3WzYx1bCQ;Jesse Skippy A.;Redfern New South Wales;January 2008;116;284;54;624;517;543;111;45;8
KdOifP5NyKBapw0hnV8a0g;Stephanie I.;Sugar Land, TX;January 2010;82;417;10;373;213;106;81;15;9
kRuMxqM-gSx_0FyJnwfY1g;Helen H.;Atlanta, GA;September 2009;42;113;10;171;60;90;55;1;5
M5LtDy5By13s0W00e5n8WA;berkeley f.;Berkeley, CA;February 2006;2;38;3;67;22;25;6;0;2
M3wC8JtWO0hEIzWYxJd_Mw;Mad p.;Los Angeles, CA;December 2011;0;15;0;8;1;6;0;0;0
Mna6U7kUX36l8-dpDt-U-A;Angel Fawn Liebowitz S.;Bartlett, IL;February 2009;23;102;8;106;17;22;11;5;0
IUrGaOc4Tcb-CAL7_MZXsQ;Shannon TheTripChick B.;Seattle, WA;June 2006;59;392;35;439;234;164;49;1;8
IxIMBRzydL3qdfXLcWSAYg;Kolleen with a K M.;Elmhurst, IL;August 2008;18;89;5;84;42;16;18;0;2
jldgW9Ge1jZ2Iae6TPv5Dw;Glen F.;Austin, TX;September 2008;39;56;2;101;59;65;11;4;4
LAs17kKoqgHpfH96w_gMKw;rhonda ronin30 p.;Chicago, IL;February 2008;1;18;0;13;3;3;1;0;0
